Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2006-09-01,5.206690444556855,5.349020797435283,5.206690444556855,5.260645866394043,20559000,0.0,0.0
2006-09-05,5.2932060983008045,5.324835022993397,5.232738840689334,5.288554668426514,4618000,0.0,0.0
2006-09-06,5.293206033195722,5.47739839553833,5.262507306138621,5.47739839553833,15694000,0.0,0.0
2006-09-07,5.44297865077861,5.662521178662098,5.442048453495426,5.592751502990723,26549000,0.0,0.0
2006-09-08,5.674613116536209,5.697869816750081,5.515537890348469,5.558330059051514,15176000,0.0,0.0
2006-09-11,5.5583292035363305,5.766708389183973,5.54437536298959,5.755545139312744,17064000,0.0,0.0
2006-09-12,5.67368284268557,5.781593681809524,5.67368284268557,5.776942253112793,16992000,0.0,0.0
2006-09-13,5.767641599810764,5.795549739071529,5.665312790885883,5.707174777984619,12355000,0.0,0.0
2006-09-14,5.660659633283466,5.883922904910261,5.646705789702964,5.84113073348999,13010000,0.0,0.0
2006-09-15,5.841130580135988,6.065324486555523,5.841130580135988,6.043928623199463,19314000,0.0,0.0
2006-09-18,6.11555996217264,6.2839380875353585,5.981601797128481,6.0578837394714355,23656000,0.0,0.0
2006-09-19,6.046719119242673,6.153699321508632,5.981600445960347,6.031835079193115,17263000,0.0,0.0
2006-09-20,6.0560220068500445,6.204864182418879,6.000205747427058,6.190910339355469,13476000,0.0,0.0
2006-09-21,6.282077024418426,6.474642046116692,6.23370366327066,6.423477649688721,29063000,0.0,0.0
2006-09-22,6.418826383657481,6.46533935152793,6.054162444399162,6.133234977722168,29874000,0.0,0.0
2006-09-25,6.069978793569515,6.111840786645528,5.786247704314263,5.990906238555908,35677000,0.0,0.0
2006-09-26,5.897878085070997,6.2634717698935125,5.838341026188825,6.13974666595459,39969000,0.0,0.0
2006-09-27,6.232771721843562,6.316495665422739,6.0885809785512714,6.310914039611816,19633000,0.0,0.0
2006-09-28,6.293237511300737,6.410450739082618,6.293237511300737,6.386263847351074,13395000,0.0,0.0
2006-09-29,6.369523553137741,6.5537159511899095,6.284869377110918,6.544413089752197,20056000,0.0,0.0
2006-10-02,6.544411858386852,6.544411858386852,6.480223812166375,6.508131504058838,17393000,0.0,0.0
2006-10-03,6.363009192477943,6.595575312745884,6.363009192477943,6.482082843780518,16733000,0.0,0.0
2006-10-04,6.511850177516025,6.549990911358422,6.39556713863181,6.476500034332275,13679000,0.0,0.0
2006-10-05,6.499789414278349,6.790407490441083,6.428066185482205,6.761531829833984,25756000,0.009,0.0
2006-10-06,6.743834063965832,7.065191056565137,6.707507192055649,6.999988079071045,35410000,0.0,0.0
2006-10-09,6.697261256630361,6.821146520920544,6.608771464880966,6.781093597412109,37084000,0.0,0.0
2006-10-10,6.627399820091482,6.82300828949495,6.566854743324655,6.6981916427612305,26764000,0.0,0.0
2006-10-11,6.608772088131584,6.613429539538458,6.360070134735255,6.4737091064453125,35483000,0.0,0.0
2006-10-12,6.436449696475226,6.59666227683475,6.401054224374561,6.558472156524658,15117000,0.0,0.0
2006-10-13,6.613426391367013,6.678629347547831,6.503513077776983,6.52866268157959,11321000,0.0,0.0
2006-10-16,6.52027975694547,6.6795608802755515,6.506307853259339,6.64137077331543,8802000,0.0,0.0
2006-10-17,6.622744442352207,6.6320589010069435,6.452285540628109,6.4737091064453125,9865000,0.0,0.0
2006-10-18,6.483951848214168,6.630192455263977,6.477431597490586,6.562195301055908,8562000,0.0,0.0
2006-10-19,6.562199259525894,6.790409060830182,6.496996268799368,6.7373151779174805,13414000,0.0,0.0
2006-10-20,6.781092725603998,6.785749731813948,6.613428065596231,6.633920669555664,5264000,0.0,0.0
2006-10-23,6.646029822373763,6.671179432726126,6.501651969000951,6.543568134307861,7389000,0.0,0.0
2006-10-24,6.53425577525641,6.66000432009195,6.512832205724496,6.6320600509643555,8512000,0.0,0.0
2006-10-25,6.636714431822394,6.636714431822394,6.5668544575720285,6.5901408195495605,11349000,0.0,0.0
2006-10-26,6.599456880018481,6.892869622945364,6.5100356886293405,6.725204944610596,21152000,0.0,0.0
2006-10-27,6.613429120017628,6.799723167043989,6.427135517150252,6.766190052032471,26741000,0.0,0.0
2006-10-30,6.76432621545387,6.8556102001555725,6.683288532799567,6.7568745613098145,17471000,0.0,0.0
2006-10-31,6.771776624110787,7.102447990964676,6.700984812365228,6.902182102203369,35930000,0.0,0.0
2006-11-01,7.614755764006762,8.150350015963703,7.614755764006762,7.9240031242370605,141283000,0.0,0.0
2006-11-02,7.807571562139245,8.204376942469692,7.684617707249426,8.159667015075684,62536000,0.0,0.0
2006-11-03,8.165253824934295,8.359931315956562,8.082353351316907,8.337575912475586,42476000,0.0,0.0
2006-11-06,8.383219610395823,9.048288131637962,8.382287764903428,8.97004508972168,97749000,0.0,0.0
2006-11-07,8.917881230498441,8.957933700406324,8.606770152750746,8.616085052490234,71623000,0.0,0.0
2006-11-08,8.569510150896914,8.569510150896914,8.201580549802351,8.237907409667969,64172000,0.0,0.0
2006-11-09,8.504306984298559,8.60211074434191,8.215551376342773,8.215551376342773,62982000,0.0,0.0
2006-11-10,8.256545177511251,8.429798367564194,8.17457559199001,8.308707237243652,27782000,0.0,0.0
2006-11-13,8.728798039329883,9.127466383151583,8.689676503952741,8.993334770202637,114166000,0.0,0.0
2006-11-14,9.016615229459413,9.057599537265432,8.79213116086511,8.86758041381836,38524000,0.0,0.0
2006-11-15,8.868516661312977,9.282089143263597,8.848955896714568,8.876899719238281,56606000,0.0,0.0
2006-11-16,8.965387508399639,9.053877296172596,8.746492652664326,8.804243087768555,35647000,0.0,0.0
2006-11-17,8.695257125662012,8.884345265603327,8.57509797796797,8.829388618469238,28516000,0.0,0.0
2006-11-20,8.753940786927576,8.961658753828402,8.729722584485588,8.959795951843262,22904000,0.0,0.0
2006-11-21,9.034317472131548,9.39200137724889,8.98867480529724,9.370577812194824,59494000,0.0,0.0
2006-11-22,9.477694416070682,9.680754092731997,9.391067441243992,9.618346214294434,42648000,0.0,0.0
2006-11-24,9.491662179504088,9.859592607397317,9.361257177875055,9.825128555297852,21600000,0.0,0.0
2006-11-27,9.873570503809038,10.11575173798978,9.220610618591309,9.220610618591309,73643000,0.0,0.0
2006-11-28,9.081818229577195,9.407832572632655,8.895524699967341,9.38454532623291,61511000,0.0,0.0
2006-11-29,9.53637740515459,9.564321220158721,9.021275632705704,9.2401704788208,48996000,0.0,0.0
2006-11-30,9.246691992062939,9.50284558919787,8.990538394928008,9.477696418762207,41254000,0.0,0.0
2006-12-01,9.521472577100097,9.542896135574264,9.229923147840436,9.423667907714844,35210000,0.0,0.0
2006-12-04,9.407833910958908,9.45347567675058,9.244826716242333,9.322138786315918,20276000,0.0,0.0
2006-12-05,9.31468916896005,9.524270030588845,9.221541921943256,9.244829177856445,21264000,0.0,0.0
2006-12-06,9.425530163213011,9.500978529029828,9.174965086790706,9.233647346496582,30071000,0.0,0.0
2006-12-07,9.249485677106069,9.401315194425832,9.18614594651332,9.284881591796875,21763000,0.0,0.0
2006-12-08,9.284879799879745,9.389203832882718,9.215018941130717,9.32400131225586,15976000,0.0,0.0
2006-12-11,9.324004143181417,9.523338258417397,9.215953584538273,9.230856895446777,30088000,0.0,0.0
2006-12-12,9.194524989137895,9.230851845122334,8.78095278571041,8.91880989074707,46602000,0.0,0.0
2006-12-13,9.033384224293167,9.095792995252783,8.851748095680906,8.920676231384277,18912000,0.0,0.0
2006-12-14,8.920674732479517,8.986809097414092,8.830322161911404,8.904840469360352,24111000,0.0,0.0
2006-12-15,8.971904608905461,8.972836454056825,8.881552050244293,8.959795951843262,14585000,0.0,0.0
2006-12-18,8.942102797606061,8.942102797606061,8.620745742357608,8.65334701538086,26059000,0.0,0.0
2006-12-19,8.61142809366956,9.083682699914643,8.429791979980768,9.072504997253418,31954000,0.0,0.0
2006-12-20,9.072504529012901,9.263455533117181,8.965385846382253,9.082751274108887,28211000,0.0,0.0
2006-12-21,8.924404510138215,8.974703742149973,8.745562105404602,8.91508960723877,31084000,0.0,0.0
2006-12-22,8.914153071711784,9.035244080742133,8.865716668099644,8.974699020385742,13194000,0.0,0.0
2006-12-26,8.988670341550893,9.011957586191368,8.791199126250945,8.861990928649902,10227000,0.0,0.0
2006-12-27,8.839638284073315,9.267182990417956,8.802379569354102,9.25600528717041,19987000,0.0,0.0
2006-12-28,9.295128443809961,9.295128443809961,9.08741038416767,9.217816352844238,22386000,0.0,0.0
2006-12-29,9.202909772850841,9.27928999111668,9.152610561391986,9.174034118652344,10887000,0.0,0.0
2007-01-03,9.272768779582426,9.284878324813727,8.907632945444822,8.980287551879883,26289000,0.0,0.0
2007-01-04,9.025933924234275,9.487011845889297,8.876899031234606,9.420877456665039,27024000,0.0,0.0
2007-01-05,9.406902332093052,9.519610314267899,9.221539727729187,9.413422584533691,29632000,0.0,0.0
2007-01-08,9.222470368161582,9.524266520003259,9.221538522941335,9.415284156799316,16006000,0.0,0.0
2007-01-09,9.41714786219524,9.850280932577826,9.370575139704082,9.849349975585938,36952000,0.0,0.0
2007-01-10,9.846556203019622,9.928594686520157,9.602303364119699,9.764516830444336,35099000,0.009,0.0
2007-01-11,9.807401485307238,10.071231753819168,9.652645575868355,9.835369110107422,37671000,0.0,0.0
2007-01-12,9.858669816155931,9.998509640295113,9.774766099487277,9.812056541442871,18233000,0.0,0.0
2007-01-16,9.816720981989917,10.01902189196215,9.75425993923635,9.881979942321777,18028000,0.0,0.0
2007-01-17,9.975206162264952,10.275395084173503,9.860537767328434,10.165388107299805,45903000,0.0,0.0
2007-01-18,10.250224127284612,10.253952906295227,9.49043072578182,9.554756164550781,42787000,0.0,0.0
2007-01-19,9.555687114927787,9.82138168757874,9.509073829235195,9.791549682617188,30029000,0.0,0.0
2007-01-22,9.881048703790768,10.068433636762801,9.742141456074439,10.032074928283691,21033000,0.0,0.0
2007-01-23,10.134623629696646,10.174710225376447,9.977070719378652,10.10665512084961,21414000,0.0,0.0
2007-01-24,10.152335275439615,10.542020176776036,10.133689605423308,10.3872652053833,31643000,0.0,0.0
2007-01-25,10.464642072636112,10.467438211594946,9.972406925284904,10.056310653686523,21785000,0.0,0.0
2007-01-26,10.179367185851829,10.243693483326322,9.928588689753067,10.11690616607666,17501000,0.0,0.0
2007-01-29,10.161661232855687,10.3481144503263,10.133693605865028,10.2306489944458,12105000,0.0,0.0
2007-01-30,10.221319362262918,10.404975428246907,10.18402892136847,10.324800491333008,11493000,0.0,0.0
2007-01-31,10.352770261800568,10.457184051555274,10.324802647557554,10.399383544921875,13665000,0.0,0.0
2007-02-01,10.454387114000822,10.532697679264055,10.404977691379155,10.433877944946289,16003000,0.0,0.0
2007-02-02,10.487014437816756,10.506592742749842,10.3108176950876,10.344378471374512,11290000,0.0,0.0
2007-02-05,10.301497701721642,10.343449572718718,10.244629827254936,10.278190612792969,9910000,0.0,0.0
2007-02-06,10.323868230000736,10.398449108094296,10.245557685650558,10.30615520477295,10621000,0.0,0.0
2007-02-07,10.301495490620484,10.500066689039379,10.285646851365627,10.432011604309082,21132000,0.0,0.0
2007-02-08,10.441336392503285,10.761102709049469,10.352771235153474,10.696776390075684,37535000,0.0,0.0
2007-02-09,11.003496004066687,11.00722478422744,9.288132659633991,9.65824031829834,282063000,0.0,0.0
2007-02-12,9.506277423199366,9.578993940261837,9.19303779430102,9.516532897949219,82177000,0.0,0.0
2007-02-13,9.695529882377814,9.792485270109074,9.589252545114567,9.759856224060059,73214000,0.0,0.0
2007-02-14,9.715103907074674,10.144877192117832,9.704849321643973,10.070296287536621,49005000,0.0,0.0
2007-02-15,10.068435755587226,10.143016688741032,9.983599343999245,10.072164535522461,34999000,0.0,0.0
2007-02-16,10.069364435840484,10.172845604627629,9.886640938604392,10.098264694213867,20471000,0.0,0.0
2007-02-20,10.098260458002317,10.11504173370416,9.932318313120389,10.051647186279297,19803000,0.0,0.0
2007-02-21,10.035804721990695,10.184966558773379,9.850284176274293,10.002243041992188,20648000,0.0,0.0
2007-02-22,10.059110055733994,10.161658587385643,9.79900861411825,9.872657775878906,21767000,0.0,0.0
2007-02-23,9.872657998975344,9.93511904737409,9.669424431442255,9.748666763305664,30432000,0.0,0.0
2007-02-26,9.771973462084496,9.881980438628643,9.648914870633387,9.70112133026123,11669000,0.0,0.0
2007-02-27,9.485766929173382,9.87265566037343,9.321688246799884,9.602299690246582,51236000,0.0,0.0
2007-02-28,9.602300483243367,10.003172609870216,9.510006550189171,9.991986274719238,35401000,0.0,0.0
2007-03-01,9.813924625563585,10.059109151490878,9.53797456492434,9.909014701843262,38166000,0.0,0.0
2007-03-02,9.826044464551021,10.021819580287055,9.58458869592732,9.607894897460938,18023000,0.0,0.0
2007-03-05,9.429829032244436,9.71416920008134,9.40652284005994,9.41025161743164,29906000,0.0,0.0
2007-03-06,9.58178944873352,9.761715879011877,9.550093057549562,9.69459342956543,31967000,0.0,0.0
2007-03-07,9.69459530327717,9.704849889307688,9.26668638245778,9.29651927947998,51432000,0.0,0.0
2007-03-08,9.434495336397903,9.639593312362448,9.255501482782234,9.579928398132324,63268000,0.0,0.0
2007-03-09,9.667558888632502,9.71883359403728,9.392541469037898,9.542635917663574,34646000,0.0,0.0
2007-03-12,9.510003580378418,9.648910756147965,9.452203088109382,9.625603675842285,20854000,0.0,0.0
2007-03-13,9.556622248946123,9.791552238842234,9.481108688628739,9.682476997375488,46278000,0.0,0.0
2007-03-14,9.668494222582538,9.900627197666102,9.541705937943837,9.835369110107422,35349000,0.0,0.0
2007-03-15,9.835365589734513,9.895962236624674,9.744936049870784,9.81299114227295,19609000,0.0,0.0
2007-03-16,9.820449642210647,9.875453122077474,9.764513523246736,9.813923835754395,15751000,0.0,0.0
2007-03-19,9.837231506094108,10.02834520013122,9.837231506094108,9.964951515197754,23120000,0.0,0.0
2007-03-20,9.97520577068561,10.060042153579312,9.919270534276702,10.020886421203613,16206000,0.0,0.0
2007-03-21,9.99944558643087,10.471170808658371,9.952832292156367,10.320143699645996,38077000,0.0,0.0
2007-03-22,10.348112046500452,10.348112046500452,10.161658872342182,10.214797973632812,13239000,0.0,0.0
2007-03-23,10.208271058756743,10.254884347240925,10.16352304863453,10.241832733154297,6348000,0.0,0.0
2007-03-26,10.133692132188175,10.184966848443528,10.027413920374254,10.113182067871094,17044000,0.0,0.0
2007-03-27,10.101991500188673,10.101991500188673,9.932319665889358,9.998510360717773,14708000,0.0,0.0
2007-03-28,9.937918900741048,10.061910171652213,9.86333796591587,9.945377349853516,14781000,0.0,0.0
2007-03-29,10.012497345717597,10.038600577507724,9.858674094758165,9.992919921875,7855000,0.0,0.0
2007-03-30,10.007834301902822,10.068431842209142,9.867062689701745,9.904353141784668,7578000,0.0,0.0
2007-04-02,9.984531033499877,10.051653511321708,9.875456673636362,9.971479415893555,17479000,0.0,0.0
2007-04-03,10.138348914495754,10.19894555129775,10.078684027556111,10.117838859558105,15394000,0.0,0.0
2007-04-04,10.165454448235524,10.171056248295876,9.918996612903843,10.008617401123047,19401000,0.015,0.0
2007-04-05,10.040359514744454,10.114109730207712,10.026355903568028,10.08330249786377,5559000,0.0,0.0
2007-04-09,10.119709885314128,10.156118022025453,10.007683685034149,10.114108085632324,6124000,0.0,0.0
2007-04-10,10.166385624511328,10.399773716889692,10.060894285103139,10.270009994506836,26531000,0.0,0.0
2007-04-11,10.27001234509901,10.316689262014124,10.175722800585984,10.251340866088867,11034000,0.0,0.0
2007-04-12,10.228000222551364,10.289614665633511,10.161717910713909,10.252272605895996,7762000,0.0,0.0
2007-04-13,10.26440699190036,10.367097419990998,10.16451657244783,10.213061332702637,7612000,0.0,0.0
2007-04-16,10.269074860036955,10.285878473084844,10.131842385796482,10.213061332702637,12008000,0.0,0.0
2007-04-17,10.224266826744731,10.34282875108032,10.168254174438287,10.236403465270996,9546000,0.0,0.0
2007-04-18,10.237336740463478,10.272811836549302,10.182257126588924,10.195326805114746,8459000,0.0,0.0
2007-04-19,10.15984985433708,10.284945696559328,10.10103542655634,10.206526756286621,6797000,0.0,0.0
2007-04-20,10.297083405187573,10.351229975036842,10.202794763231955,10.278412818908691,11008000,0.0,0.0
2007-04-23,10.269080810120528,10.325094369910074,10.222402992013459,10.272814750671387,13499000,0.0,0.0
2007-04-24,10.26907606606625,10.275610904163988,10.048757649851131,10.09170150756836,11928000,0.0,0.0
2007-04-25,10.105703959179507,10.228932840261644,10.049691317035752,10.2074613571167,10207000,0.0,0.0
2007-04-26,10.22052941026164,10.315751955153459,10.086097844033414,10.134642601013184,9821000,0.0,0.0
2007-04-27,10.11037045758093,10.704109369548421,10.078629311777451,10.651830673217773,43062000,0.0,0.0
2007-04-30,10.665839685128935,11.013121044421428,10.406312150688452,10.42591667175293,38711000,0.0,0.0
2007-05-01,10.381103014962603,10.789998726841464,10.363365468764322,10.72184944152832,34290000,0.0,0.0
2007-05-02,11.731951640186702,12.150183010841914,11.604054901941645,11.795433044433594,160434000,0.0,0.0
2007-05-03,11.85704672461462,12.616958338610143,11.809435006731995,12.586151123046875,84794000,0.0,0.0
2007-05-04,12.677641858832306,12.691645465715501,12.326626659887932,12.571216583251953,44950000,0.0,0.0
2007-05-07,12.537607347477593,12.952103895499256,12.406909708370595,12.519869804382324,44291000,0.0,0.0
2007-05-08,12.649638766458821,12.807408860300049,12.462928411849783,12.794339179992676,32483000,0.0,0.0
2007-05-09,12.787803189001448,13.286320636733471,12.7271226630789,13.027726173400879,41856000,0.0,0.0
2007-05-10,13.112678813457263,13.372207201429644,12.8830255033971,12.959576606750488,49973000,0.0,0.0
2007-05-11,12.985713769964436,13.281650244656374,12.621628902962971,12.960508346557617,59698000,0.0,0.0
2007-05-14,12.961441326731418,13.031457578502685,12.564681379620968,12.635631561279297,39195000,0.0,0.0
2007-05-15,12.568417219422392,12.921299406008309,12.509602779737225,12.644034385681152,23010000,0.0,0.0
2007-05-16,12.644035997361007,12.768198841072833,12.465727466568044,12.7140531539917,21332000,0.0,0.0
2007-05-17,12.723388225311972,12.883026170012995,12.621631689026946,12.704717636108398,15159000,0.0,0.0
2007-05-18,12.745791130502676,12.910096912671687,12.592688946073109,12.887691497802734,24626000,0.0,0.0
2007-05-21,12.813010745505023,13.188298427210063,12.775668674335787,13.023993492126465,27556000,0.0,0.0
2007-05-22,13.155616805071416,13.159350742990444,12.905425158402503,12.95116901397705,16378000,0.0,0.0
2007-05-23,13.161221113635655,13.402077977759532,13.011852874611982,13.081869125366211,43780000,0.0,0.0
2007-05-24,13.153755505837642,13.220970868875813,12.843816267346186,12.974513053894043,29119000,0.0,0.0
2007-05-25,13.016525919881879,13.085609158541102,12.907300596492108,12.982917785644531,14528000,0.0,0.0
2007-05-29,13.251773426182453,13.62892878511783,13.164953575755067,13.448753356933594,58825000,0.0,0.0
2007-05-30,13.414219099901073,13.784838922068808,13.30405985324144,13.735361099243164,46089000,0.0,0.0
2007-05-31,13.866989313253903,14.31229408916288,13.81751060912843,13.961277961730957,54012000,0.0,0.0
2007-06-01,14.097576203366785,14.21146936666884,13.971546401678994,14.105978012084961,31536000,0.0,0.0
2007-06-04,14.005153725349041,14.163857713138887,13.971545602094665,14.119980812072754,14693000,0.0,0.0
2007-06-05,14.091976000390236,14.091976000390236,13.686814179190767,13.928604125976562,37777000,0.0,0.0
2007-06-06,13.85391977900691,13.85391977900691,13.612129835958585,13.725089073181152,22644000,0.0,0.0
2007-06-07,13.72508724583165,13.926735086732288,12.892359199570825,13.014654159545898,62604000,0.0,0.0
2007-06-08,12.981982375169057,13.736292500601959,12.619763516354086,13.403947830200195,66562000,0.0,0.0
2007-06-11,13.45809180571062,13.659738754724172,13.076268501887329,13.219101905822754,47441000,0.0,0.0
2007-06-12,13.228439109640329,13.652271499560374,13.135083502717913,13.565451622009277,50805000,0.0,0.0
2007-06-13,13.690546488625564,14.143319101239214,13.59345694945559,14.031292915344238,51915000,0.0,0.0
2007-06-14,14.012626485093572,14.254416474794917,13.824982189692145,14.030364036560059,30468000,0.0,0.0
2007-06-15,14.208672429175602,14.772538348853422,14.204937598700583,14.717458724975586,47955000,0.0,0.0
2007-06-18,14.881764100650683,15.386816471017868,14.771604849680664,15.368144989013672,61167000,0.0,0.0
2007-06-19,15.333596208231194,15.60992903513165,15.077802714781969,15.42881965637207,54075000,0.0,0.0
2007-06-20,15.505369620093893,15.814376631299591,15.196364389497916,15.259846687316895,59046000,0.0,0.0
2007-06-21,15.160891205736316,15.395212352173841,14.766932145516181,15.374674797058105,57840000,0.0,0.0
2007-06-22,15.423219202770245,15.723823547363283,15.32986360611658,15.723823547363281,46219000,0.0,0.0
2007-06-25,15.777040589395213,15.777040589395213,14.997524923999086,15.11888599395752,38693000,0.0,0.0
