Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-09-04,39.563900171561315,40.36552238468933,39.563900171561315,40.21202087402344,5091000,0.0,0.0
2012-09-05,40.17032604039635,40.31056192997054,39.83110244669686,39.995975494384766,5526000,0.0,0.0
2012-09-06,40.27077870354784,40.99091339111328,40.03957754798942,40.99091339111328,9617000,0.0,0.0
2012-09-07,41.018387777847586,41.38793074849603,40.84593125888549,41.33202362060547,6135000,0.0,0.0
2012-09-10,41.37181962278046,41.80579657082775,41.344341380213656,41.45425796508789,7534000,0.0,0.0
2012-09-11,41.50258740888801,42.251150939045175,41.45521074809741,41.96404266357422,7158000,0.0,0.0
2012-09-12,42.259664548406676,42.48139173350134,42.04741486126314,42.299461364746094,6168000,0.0,0.0
2012-09-13,42.298513977272464,43.26406570061828,42.253031385471395,43.13804244995117,8119000,0.0,0.0
2012-09-14,43.119094742277085,43.27070218966114,42.829145453972494,43.035709381103516,6875000,0.0,0.0
2012-09-17,43.048990200725555,43.236606426016436,42.876537255756325,42.971290588378906,5157000,0.0,0.0
2012-09-18,42.92391401306234,43.11247726603407,42.709770179622474,42.922019958496094,4771000,0.0,0.0
2012-09-19,42.910637814233425,43.15131642525608,42.800721228176684,42.8187255859375,5011000,0.0,0.0
2012-09-20,42.40558945947958,43.52274871246805,42.37905824655253,43.035709381103516,11339000,0.0,0.0
2012-09-21,43.52180385981843,43.756796680116004,43.28870870811521,43.54170227050781,12850000,0.0,0.0
2012-09-24,43.35030450801054,43.35030450801054,42.93148717900118,43.14089584350586,7608000,0.0,0.0
2012-09-25,43.359775448495235,43.372094029641914,42.76187605159535,42.783668518066406,5510000,0.0,0.0
2012-09-26,42.76472461982536,42.83010564529221,42.238835334378,42.24546813964844,4991000,0.0,0.0
2012-09-27,42.41222687971619,42.84525680541993,42.353482285788495,42.84525680541992,4342000,0.0,0.0
2012-09-28,42.74670887676516,42.879364946852945,42.51076903156325,42.77987289428711,5548000,0.0,0.0
2012-10-01,42.940968498697266,43.5995138775649,42.876534501640926,43.29250717163086,6957000,0.0,0.0
2012-10-02,43.29914000229618,43.47349060533915,43.01961515862418,43.36452102661133,3347000,0.0,0.0
2012-10-03,43.49243582275874,44.97818758097032,43.36640892811367,44.891014099121094,11976000,0.0,0.0
2012-10-04,44.79530237660681,45.00849908432161,44.668328487138744,44.997127532958984,6340000,0.0,0.0
2012-10-05,45.32140391224084,45.79547718248791,44.83500427400518,45.06256103515625,9005000,0.03,0.0
2012-10-08,44.96490485479533,45.082475555855346,44.54582277793499,44.74588394165039,5542000,0.0,0.0
2012-10-09,44.777173181524866,44.847333657557904,43.73515737248834,44.07743835449219,8103000,0.0,0.0
2012-10-10,44.0878715689732,44.10493606746119,43.66025722757023,43.81290817260742,5058000,0.0,0.0
2012-10-11,44.295515690437874,45.11471654369241,44.090716381347384,44.80656814575195,12626000,0.0,0.0
2012-10-12,44.818897678154876,45.135578348059006,44.512644510321806,44.881473541259766,8243000,0.0,0.0
2012-10-15,44.78476093988597,45.22185516615785,44.728818463405204,45.114715576171875,8995000,0.0,0.0
2012-10-16,45.4427565743232,45.65419279123227,45.14029767728936,45.41715621948242,4557000,0.0,0.0
2012-10-17,46.07897444400451,46.087510309466296,45.43139160682602,45.79547882080078,7248000,0.0,0.0
2012-10-18,45.745236245144945,46.04674403675351,44.977236101831075,45.115665435791016,8788000,0.0,0.0
2012-10-19,45.00188432835079,45.208578874226156,44.36378133314598,44.568580627441406,10070000,0.0,0.0
2012-10-22,44.845433001989235,44.845433001989235,43.804368561068486,44.27180480957031,7754000,0.0,0.0
2012-10-23,43.856523345374185,44.065113144306615,43.425114892989704,43.601470947265625,7294000,0.0,0.0
2012-10-24,44.06511890537602,44.090719272802765,42.95104719381631,43.09706115722656,7083000,0.0,0.0
2012-10-25,43.282900136987244,43.480114832560155,42.4181878793709,42.60592269897461,8938000,0.0,0.0
